age,overall,potential,pace,shooting,passing,dribbling,defending,physic,position,nationality,value_eur
27,79,79,62.0,78.0,69.0,69.0,38.0,82.0,ST,France,9000000.0
26,79,81,80.0,71.0,76.0,80.0,76.0,80.0,CM,Belgium,9000000.0
25,79,83,80.0,73.0,76.0,84.0,31.0,62.0,"CAM, LM",Morocco,9500000.0
31,79,79,42.0,85.0,69.0,69.0,30.0,71.0,ST,Paraguay,7000000.0
29,79,79,75.0,80.0,62.0,73.0,37.0,84.0,ST,Senegal,8000000.0
25,79,83,81.0,67.0,71.0,77.0,79.0,78.0,RB,Republic of Ireland,7500000.0
26,79,83,72.0,71.0,78.0,83.0,49.0,67.0,"CAM, RM, LM",England,9500000.0
28,79,79,52.0,46.0,66.0,65.0,81.0,81.0,CB,Croatia,6500000.0
27,79,80,82.0,52.0,60.0,66.0,82.0,77.0,"CB, RB",Uruguay,7500000.0
27,79,81,81.0,79.0,77.0,77.0,26.0,65.0,"LM, RM",Hungary,8000000.0
25,79,83,83.0,76.0,76.0,81.0,62.0,73.0,"LM, CF",Switzerland,8500000.0
30,79,79,60.0,65.0,75.0,73.0,75.0,76.0,"CM, CDM",Spain,6500000.0
26,79,83,68.0,60.0,69.0,73.0,83.0,83.0,"CDM, CM",Brazil,7500000.0
26,79,83,96.0,66.0,70.0,82.0,36.0,66.0,"RW, LW",France,9500000.0
27,79,83,69.0,46.0,66.0,65.0,78.0,79.0,CB,Italy,7500000.0
24,79,82,79.0,56.0,74.0,73.0,80.0,76.0,"LB, RB",Spain,7500000.0
24,79,82,77.0,38.0,61.0,66.0,81.0,73.0,CB,Turkey,7500000.0
23,79,85,69.0,51.0,65.0,57.0,81.0,77.0,"CB, CDM",Argentina,6500000.0
28,79,79,74.0,73.0,82.0,79.0,62.0,68.0,"CAM, RM",Japan,8500000.0
25,79,83,84.0,74.0,75.0,82.0,69.0,82.0,"LM, CM",Ghana,8500000.0
24,79,84,75.0,74.0,79.0,79.0,39.0,62.0,"CAM, CDM, LM",Russia,9000000.0
24,79,82,78.0,73.0,75.0,84.0,70.0,57.0,"CAM, CDM",Brazil,9000000.0
23,79,83,73.0,67.0,76.0,76.0,78.0,80.0,"CDM, CM",Republic of Ireland,6000000.0
25,79,82,95.0,79.0,74.0,78.0,38.0,68.0,"RM, ST, RW",Gabon,8500000.0
24,79,85,79.0,43.0,66.0,69.0,80.0,75.0,CB,Cameroon,7500000.0
24,79,84,80.0,75.0,77.0,80.0,60.0,73.0,LM,Italy,8000000.0
26,79,80,55.0,67.0,73.0,66.0,78.0,83.0,"CDM, CM",Spain,7500000.0
26,79,81,52.0,29.0,44.0,43.0,81.0,78.0,CB,Poland,8000000.0
24,79,84,67.0,61.0,80.0,77.0,72.0,70.0,"CM, CDM",Spain,8000000.0
25,79,81,72.0,68.0,72.0,72.0,80.0,84.0,"CDM, CM",Brazil,7000000.0
24,79,83,66.0,51.0,73.0,75.0,74.0,77.0,"CDM, LB, CM",Netherlands,7000000.0
23,79,84,88.0,74.0,73.0,84.0,43.0,66.0,RM,Argentina,7500000.0
23,79,84,84.0,64.0,74.0,81.0,77.0,77.0,LB,Brazil,6500000.0
25,79,85,66.0,77.0,81.0,83.0,46.0,65.0,"CM, LM",Argentina,8500000.0
24,79,84,76.0,63.0,79.0,84.0,54.0,65.0,"CM, CAM",Spain,8000000.0
23,79,84,87.0,77.0,69.0,83.0,39.0,72.0,"ST, RW, CF",France,8000000.0
25,79,83,67.0,41.0,64.0,59.0,80.0,79.0,"CB, CDM, CM",Spain,7500000.0
24,79,85,84.0,76.0,77.0,84.0,65.0,57.0,CAM,France,9000000.0
22,79,84,66.0,55.0,65.0,61.0,80.0,80.0,"CB, RB, CM",England,5500000.0
24,79,83,59.0,57.0,70.0,60.0,80.0,86.0,CDM,Poland,7000000.0
24,79,83,72.0,57.0,63.0,63.0,79.0,84.0,CB,Tunisia,7500000.0
23,79,85,89.0,70.0,76.0,86.0,27.0,47.0,"CAM, CF, LW",Italy,8000000.0
24,79,83,81.0,81.0,72.0,83.0,49.0,68.0,"LW, CAM, RB",Spain,8000000.0
20,79,85,78.0,79.0,63.0,78.0,29.0,72.0,"ST, CF",Spain,7500000.0
21,79,84,81.0,80.0,76.0,79.0,42.0,80.0,"RM, CF, ST",Germany,6500000.0
24,79,82,75.0,59.0,66.0,66.0,79.0,82.0,"CB, LB",Argentina,7500000.0
20,79,83,91.0,68.0,66.0,86.0,26.0,59.0,"RW, RM",Spain,7500000.0
22,79,83,82.0,40.0,73.0,78.0,76.0,82.0,RB,Spain,5500000.0
30,79,79,85.0,58.0,72.0,75.0,75.0,77.0,RB,Portugal,5500000.0
33,78,78,69.0,75.0,80.0,77.0,65.0,69.0,"CM, CAM",Turkey,4400000.0
34,78,78,54.0,44.0,55.0,52.0,81.0,78.0,CB,Austria,2300000.0
36,78,78,72.0,75.0,74.0,81.0,28.0,61.0,"CF, ST, LM",France,925000.0
34,78,78,49.0,62.0,69.0,66.0,79.0,76.0,CDM,Germany,1900000.0
31,78,78,56.0,76.0,83.0,73.0,64.0,75.0,"CM, CDM",Sweden,6000000.0
32,78,78,75.0,71.0,80.0,80.0,29.0,59.0,"RW, LW",Spain,6500000.0
27,78,79,89.0,76.0,74.0,84.0,30.0,54.0,RM,Serbia,8000000.0
33,78,78,83.0,78.0,62.0,80.0,31.0,62.0,"ST, LM",Spain,5000000.0
33,78,78,74.0,62.0,60.0,53.0,78.0,80.0,CB,Côte d'Ivoire,3400000.0
36,78,78,78.0,82.0,81.0,82.0,29.0,57.0,ST,Italy,925000.0
32,78,78,57.0,64.0,76.0,68.0,79.0,75.0,"CDM, CM",Germany,4100000.0
28,78,78,83.0,78.0,66.0,70.0,37.0,80.0,"ST, CF, RW, LW",Turkey,8500000.0
28,78,78,70.0,65.0,69.0,67.0,80.0,81.0,"CDM, CB",Turkey,6500000.0
31,78,78,76.0,64.0,74.0,74.0,78.0,82.0,"CDM, RB, CM",Canada,4700000.0
35,78,78,65.0,82.0,72.0,68.0,32.0,68.0,ST,Korea Republic,3000000.0
30,78,78,73.0,77.0,76.0,80.0,37.0,68.0,"CF, CAM",North Macedonia,7500000.0
33,78,78,59.0,72.0,75.0,72.0,76.0,75.0,"CDM, CM",Argentina,3000000.0
28,78,78,68.0,75.0,81.0,75.0,68.0,74.0,"RM, CM",England,7500000.0
33,78,78,57.0,40.0,60.0,47.0,79.0,74.0,CB,Bosnia and Herzegovina,3400000.0
35,78,78,67.0,77.0,64.0,78.0,28.0,63.0,ST,Argentina,3000000.0
28,78,78,84.0,75.0,77.0,80.0,61.0,70.0,"RM, LM, LB",Turkey,7500000.0
31,78,78,64.0,42.0,44.0,54.0,79.0,83.0,CB,Turkey,5000000.0
30,78,78,86.0,78.0,58.0,80.0,32.0,74.0,"ST, CF, RW",Nigeria,7500000.0
29,78,78,68.0,72.0,73.0,70.0,73.0,81.0,CM,Spain,7000000.0
30,78,78,67.0,60.0,73.0,66.0,74.0,81.0,"CDM, CM",Spain,5000000.0
29,78,78,81.0,71.0,79.0,77.0,49.0,71.0,"RM, CAM, RW",Russia,7000000.0
32,78,78,50.0,38.0,58.0,47.0,81.0,81.0,CB,Russia,4500000.0
28,78,78,86.0,73.0,75.0,81.0,34.0,53.0,"LM, LWB",England,7500000.0
28,78,78,72.0,81.0,72.0,74.0,33.0,73.0,ST,France,8500000.0
30,78,78,77.0,68.0,78.0,76.0,69.0,73.0,"LM, LB, LW",Russia,6500000.0
28,78,78,86.0,70.0,71.0,85.0,41.0,65.0,"RM, RW",Republic of Ireland,7500000.0
26,78,82,69.0,67.0,75.0,76.0,71.0,82.0,"CM, CDM",United States,9000000.0
27,78,78,78.0,74.0,78.0,78.0,43.0,67.0,"CAM, CM, LM",Germany,9000000.0
28,78,78,83.0,77.0,71.0,83.0,31.0,66.0,"ST, RW",Côte d'Ivoire,8500000.0
28,78,78,64.0,75.0,75.0,71.0,74.0,80.0,"CM, CDM",Germany,7500000.0
28,78,78,71.0,80.0,63.0,69.0,39.0,72.0,ST,France,8500000.0
29,78,78,73.0,51.0,66.0,66.0,78.0,84.0,RB,Spain,6000000.0
27,78,82,85.0,69.0,70.0,83.0,34.0,60.0,"RW, LW, CF",France,9000000.0
27,78,78,78.0,77.0,76.0,85.0,34.0,69.0,"RM, RW, CAM",France,8000000.0
28,78,78,39.0,43.0,56.0,55.0,81.0,73.0,CB,Portugal,6500000.0
27,78,80,61.0,53.0,69.0,68.0,78.0,88.0,"CDM, CM",Nigeria,7000000.0
28,78,78,67.0,78.0,68.0,71.0,43.0,76.0,"ST, CAM",Spain,8500000.0
30,78,78,66.0,59.0,65.0,61.0,77.0,77.0,CB,Argentina,5500000.0
28,78,78,59.0,38.0,50.0,45.0,81.0,82.0,CB,Italy,6500000.0
26,78,79,62.0,43.0,51.0,49.0,80.0,84.0,CB,England,8000000.0
22,78,84,81.0,80.0,77.0,83.0,28.0,60.0,"RM, CAM",Argentina,6500000.0
28,78,78,74.0,56.0,66.0,73.0,79.0,88.0,"CDM, CM",Côte d'Ivoire,6500000.0
28,78,78,83.0,80.0,69.0,79.0,37.0,75.0,"LW, ST",Senegal,7500000.0
27,78,80,77.0,62.0,68.0,71.0,76.0,74.0,RB,Spain,7500000.0
29,78,78,83.0,78.0,71.0,80.0,41.0,66.0,"LW, RW",Portugal,7000000.0
27,78,81,68.0,40.0,47.0,50.0,81.0,79.0,CB,Italy,7500000.0
27,78,81,82.0,62.0,72.0,74.0,77.0,77.0,LB,Italy,7500000.0
26,78,83,68.0,42.0,60.0,57.0,79.0,79.0,CB,Mexico,8000000.0
26,78,81,81.0,75.0,65.0,83.0,29.0,70.0,"ST, RW",Spain,9500000.0
29,78,78,81.0,73.0,71.0,81.0,36.0,58.0,"LW, RW",Uruguay,7000000.0
28,78,78,77.0,72.0,79.0,83.0,39.0,60.0,"CAM, CM, CF",Chile,8500000.0
26,78,82,81.0,80.0,45.0,74.0,34.0,72.0,ST,Armenia,9500000.0
24,78,82,81.0,72.0,74.0,80.0,62.0,78.0,"LM, CAM",Ghana,8000000.0
27,78,78,66.0,78.0,72.0,75.0,42.0,74.0,"ST, CAM",Sweden,9000000.0
30,78,78,71.0,47.0,74.0,69.0,74.0,74.0,"CDM, CM",Chile,5000000.0
28,78,78,70.0,74.0,76.0,83.0,52.0,56.0,"RW, CAM",Costa Rica,8500000.0
27,78,82,79.0,74.0,78.0,80.0,45.0,61.0,RM,Germany,8000000.0
27,78,81,78.0,79.0,77.0,81.0,44.0,64.0,"LM, RM",France,8000000.0
28,78,78,81.0,74.0,73.0,85.0,38.0,66.0,"RM, LM",Portugal,7500000.0
25,78,83,61.0,61.0,72.0,70.0,78.0,81.0,"CDM, CB",France,7000000.0
30,78,78,77.0,80.0,72.0,77.0,42.0,72.0,ST,Brazil,7500000.0
23,78,83,83.0,73.0,70.0,84.0,63.0,72.0,"CAM, RW, CM",Netherlands,8000000.0
25,78,82,80.0,80.0,76.0,77.0,42.0,74.0,"LM, RM",Croatia,8500000.0
28,78,78,68.0,55.0,51.0,51.0,83.0,81.0,CB,France,6500000.0
26,78,81,63.0,79.0,62.0,76.0,29.0,77.0,"ST, CF",Greece,9500000.0
26,78,81,75.0,78.0,76.0,80.0,42.0,74.0,"CF, ST",Germany,9500000.0
24,78,83,75.0,68.0,76.0,75.0,70.0,76.0,CM,England,8000000.0
25,78,83,87.0,70.0,73.0,81.0,32.0,53.0,"LW, LM, CF, RW",Argentina,8500000.0
25,78,82,64.0,58.0,64.0,62.0,79.0,79.0,CB,Belgium,7500000.0
22,78,84,67.0,44.0,53.0,51.0,77.0,84.0,"CB, CDM",Greece,5500000.0
25,78,83,61.0,74.0,80.0,77.0,69.0,70.0,CM,Portugal,8500000.0
29,78,78,76.0,77.0,77.0,77.0,32.0,63.0,"CAM, LM, RM",Brazil,8000000.0
28,78,78,72.0,70.0,78.0,75.0,78.0,78.0,LB,Serbia,6500000.0
25,78,83,60.0,50.0,63.0,60.0,79.0,75.0,"CB, CDM",Spain,7500000.0
24,78,83,76.0,66.0,78.0,78.0,69.0,75.0,"CM, CAM",Italy,8000000.0
24,78,82,81.0,56.0,72.0,75.0,79.0,71.0,LB,England,7500000.0
23,78,83,85.0,76.0,71.0,80.0,33.0,75.0,"ST, CF, LM",England,8000000.0
24,78,81,77.0,64.0,70.0,74.0,77.0,77.0,"CDM, CM",France,7000000.0
25,78,80,76.0,78.0,77.0,77.0,71.0,76.0,"RM, CDM, CAM, CM",Germany,8500000.0
26,78,80,86.0,77.0,55.0,68.0,33.0,75.0,ST,Senegal,9500000.0
24,78,81,66.0,47.0,69.0,65.0,77.0,81.0,"CDM, CB",Spain,7000000.0
28,78,78,84.0,71.0,75.0,77.0,70.0,81.0,"LM, CM, LB",Bosnia and Herzegovina,7500000.0
26,78,80,77.0,53.0,69.0,70.0,79.0,78.0,LB,Germany,8000000.0
26,78,82,88.0,75.0,72.0,82.0,41.0,61.0,"CAM, LW",Brazil,9500000.0
25,78,80,59.0,55.0,67.0,51.0,82.0,85.0,"CDM, CM, CB",Germany,7000000.0
25,78,82,90.0,66.0,75.0,75.0,72.0,82.0,"RB, RW, CAM, CM",Spain,7500000.0
22,78,83,85.0,69.0,75.0,81.0,34.0,78.0,"RM, LM",Turkey,6500000.0
23,78,82,85.0,77.0,72.0,75.0,44.0,64.0,"ST, CAM",Russia,8000000.0
27,78,81,84.0,73.0,75.0,80.0,44.0,64.0,"RW, RM, CAM",France,9000000.0
24,78,80,68.0,62.0,71.0,71.0,81.0,77.0,"CB, LB",Ukraine,7500000.0
25,78,80,61.0,37.0,55.0,55.0,80.0,78.0,CB,Spain,7500000.0
22,78,82,66.0,47.0,62.0,67.0,79.0,75.0,CB,Netherlands,5500000.0
22,78,82,64.0,80.0,54.0,69.0,37.0,83.0,ST,Germany,7500000.0
20,78,86,89.0,71.0,71.0,84.0,41.0,72.0,"RM, CM, RW",England,6500000.0
24,78,84,77.0,79.0,51.0,67.0,36.0,77.0,ST,Côte d'Ivoire,9000000.0
20,78,86,80.0,71.0,74.0,81.0,55.0,74.0,CAM,England,7500000.0
22,78,83,89.0,72.0,70.0,82.0,26.0,60.0,"RW, LW",Spain,7500000.0
23,78,84,78.0,38.0,53.0,58.0,80.0,81.0,CB,Brazil,6500000.0
21,78,82,77.0,70.0,75.0,82.0,56.0,67.0,"CAM, CM, RM, RW",Brazil,7500000.0
20,78,88,91.0,71.0,72.0,84.0,28.0,75.0,LW,Netherlands,6500000.0
25,78,81,88.0,75.0,78.0,79.0,60.0,52.0,"LM, LW",Brazil,8500000.0
23,78,82,67.0,39.0,54.0,59.0,81.0,74.0,CB,Montenegro,6500000.0
21,78,84,87.0,67.0,70.0,80.0,74.0,71.0,LB,Spain,5500000.0
22,78,85,59.0,60.0,70.0,71.0,80.0,84.0,CDM,Portugal,5000000.0
20,78,86,79.0,36.0,57.0,63.0,80.0,74.0,CB,Brazil,5500000.0
21,78,86,75.0,70.0,75.0,84.0,29.0,44.0,"CAM, LW",Colombia,7500000.0
20,78,87,90.0,66.0,72.0,85.0,36.0,52.0,"RM, LM",Serbia,6500000.0
23,78,82,77.0,47.0,56.0,65.0,79.0,78.0,"CB, CDM",Colombia,6500000.0
34,77,77,67.0,67.0,70.0,66.0,75.0,76.0,"CDM, CM",Mali,1300000.0
32,77,77,72.0,51.0,58.0,61.0,79.0,80.0,CB,France,3100000.0
34,77,77,70.0,76.0,76.0,80.0,30.0,72.0,"LM, CAM",France,2200000.0
30,77,77,47.0,47.0,43.0,44.0,79.0,81.0,CB,Congo,3800000.0
34,77,77,68.0,72.0,80.0,77.0,66.0,71.0,"CAM, LM, RM, CM",Italy,2800000.0
32,77,77,74.0,65.0,77.0,77.0,75.0,71.0,LB,Brazil,3100000.0
29,77,77,76.0,73.0,77.0,78.0,42.0,61.0,"RM, LM",England,4900000.0
33,77,77,53.0,55.0,63.0,55.0,76.0,81.0,"CB, CDM",Spain,2300000.0
30,77,77,84.0,64.0,73.0,74.0,78.0,82.0,"RM, RB",Switzerland,4500000.0
33,77,77,78.0,76.0,76.0,79.0,45.0,71.0,LW,Argentina,3000000.0
31,77,77,68.0,77.0,74.0,74.0,41.0,61.0,"CAM, LM",Spain,4700000.0
34,77,77,53.0,43.0,52.0,51.0,77.0,79.0,CB,Spain,1600000.0
30,77,77,72.0,71.0,78.0,81.0,27.0,55.0,"RM, LM",Spain,4500000.0
34,77,77,46.0,60.0,61.0,50.0,80.0,78.0,CB,Russia,1600000.0
32,77,77,77.0,68.0,70.0,71.0,77.0,85.0,"CDM, CM",United States,2800000.0
34,77,77,69.0,43.0,57.0,60.0,80.0,78.0,CB,Argentina,1600000.0
29,77,77,73.0,76.0,80.0,77.0,61.0,73.0,CM,Turkey,4900000.0
30,77,77,61.0,53.0,63.0,55.0,75.0,82.0,CB,Albania,3800000.0
30,77,77,68.0,59.0,76.0,76.0,74.0,71.0,CDM,Germany,3600000.0
29,77,77,93.0,74.0,66.0,77.0,34.0,68.0,ST,Nigeria,5500000.0
29,77,77,66.0,68.0,77.0,76.0,73.0,75.0,CM,Portugal,4900000.0
32,77,77,66.0,79.0,59.0,69.0,32.0,73.0,ST,Argentina,4300000.0
29,77,77,79.0,70.0,78.0,76.0,59.0,71.0,"RM, CAM, CF",Argentina,4900000.0
31,77,77,80.0,75.0,73.0,82.0,38.0,64.0,"LM, RM, CAM",Spain,4100000.0
29,77,77,74.0,87.0,76.0,77.0,38.0,69.0,"LM, LW, ST",Germany,4900000.0
27,77,77,68.0,71.0,80.0,78.0,55.0,67.0,"CAM, LM",France,6000000.0
33,77,77,72.0,77.0,74.0,79.0,34.0,67.0,"RM, CAM, LM",Spain,3000000.0
28,77,77,61.0,54.0,74.0,67.0,74.0,79.0,"CDM, CM",Spain,4300000.0
29,77,77,48.0,60.0,57.0,54.0,78.0,77.0,CB,Sweden,4200000.0
30,77,77,73.0,65.0,70.0,72.0,78.0,79.0,"CDM, CM",France,3600000.0
29,77,77,49.0,78.0,83.0,74.0,65.0,73.0,"CM, CDM, LM, LB",Bosnia and Herzegovina,4900000.0
27,77,80,68.0,68.0,77.0,76.0,74.0,70.0,"CDM, CM",Switzerland,4700000.0
28,77,77,62.0,63.0,76.0,77.0,71.0,74.0,CM,Argentina,5000000.0
33,77,77,49.0,69.0,84.0,73.0,52.0,68.0,"CM, CAM, CDM",Spain,3000000.0
31,77,77,71.0,83.0,67.0,76.0,29.0,68.0,ST,Italy,4700000.0
27,77,80,60.0,75.0,61.0,72.0,44.0,74.0,ST,Spain,6000000.0
29,77,77,42.0,48.0,66.0,58.0,78.0,78.0,CB,Belgium,4200000.0
29,77,77,54.0,60.0,71.0,64.0,79.0,77.0,CDM,France,3900000.0
30,77,77,82.0,71.0,74.0,81.0,49.0,74.0,"CAM, CF, RM",Benin,5000000.0
28,77,77,56.0,76.0,57.0,66.0,34.0,79.0,ST,Italy,6000000.0
28,77,77,80.0,69.0,73.0,73.0,75.0,78.0,"LB, LM",Germany,4600000.0
27,77,80,78.0,55.0,60.0,66.0,81.0,78.0,LB,Romania,4900000.0
26,77,77,75.0,74.0,76.0,82.0,38.0,65.0,"RM, LM",England,6000000.0
28,77,77,86.0,66.0,72.0,78.0,66.0,72.0,RM,Brazil,5000000.0
30,77,77,76.0,81.0,63.0,73.0,31.0,65.0,ST,Germany,5000000.0
28,77,77,72.0,50.0,75.0,79.0,75.0,67.0,RB,Brazil,4600000.0
26,77,79,79.0,55.0,64.0,66.0,78.0,85.0,RB,England,5500000.0
28,77,77,82.0,52.0,73.0,74.0,77.0,82.0,LB,Spain,4600000.0
28,77,77,70.0,75.0,76.0,75.0,35.0,64.0,"CAM, RW",Argentina,6000000.0
28,77,77,67.0,65.0,83.0,77.0,59.0,66.0,CM,Italy,5000000.0
28,77,77,78.0,64.0,74.0,79.0,74.0,78.0,LB,Brazil,4600000.0
27,77,80,84.0,58.0,71.0,72.0,75.0,73.0,LB,Argentina,4900000.0
27,77,77,76.0,75.0,71.0,75.0,43.0,75.0,ST,Turkey,6000000.0
28,77,77,52.0,65.0,66.0,66.0,77.0,85.0,CDM,Sweden,4300000.0
27,77,77,73.0,77.0,63.0,74.0,33.0,69.0,"ST, CF",Sweden,6000000.0
28,77,77,72.0,69.0,75.0,77.0,54.0,58.0,CM,Argentina,5000000.0
23,77,81,81.0,72.0,72.0,85.0,25.0,45.0,"RW, LW, CF",Spain,5500000.0
27,77,80,66.0,40.0,62.0,66.0,78.0,71.0,CB,Germany,4900000.0
28,77,77,67.0,27.0,49.0,52.0,78.0,82.0,"CB, CDM",Morocco,4600000.0
28,77,77,84.0,63.0,78.0,76.0,73.0,73.0,LB,France,4600000.0
30,77,77,87.0,65.0,72.0,80.0,42.0,61.0,"LM, CAM, RM",Brazil,4500000.0
27,77,78,72.0,36.0,53.0,49.0,81.0,80.0,CB,Colombia,4900000.0
26,77,81,66.0,70.0,82.0,74.0,63.0,69.0,"CM, CAM, RM",Spain,6000000.0
30,77,77,59.0,47.0,59.0,52.0,79.0,80.0,CB,Serbia,3800000.0
28,77,77,73.0,76.0,63.0,79.0,30.0,76.0,ST,Italy,6000000.0
26,77,82,80.0,65.0,78.0,85.0,25.0,42.0,"CAM, LM",Germany,6500000.0
30,77,77,84.0,78.0,69.0,80.0,29.0,71.0,"ST, RM",Côte d'Ivoire,5000000.0
25,77,82,78.0,72.0,71.0,73.0,78.0,79.0,LB,Argentina,5000000.0
27,77,77,78.0,76.0,57.0,76.0,29.0,68.0,ST,Brazil,6000000.0
26,77,81,57.0,37.0,52.0,60.0,79.0,76.0,CB,Italy,5500000.0
26,77,79,74.0,77.0,65.0,71.0,32.0,72.0,ST,France,6500000.0
25,77,80,73.0,78.0,61.0,67.0,49.0,85.0,ST,England,6500000.0
30,77,77,73.0,68.0,73.0,76.0,76.0,77.0,RB,Uruguay,3800000.0
27,77,79,88.0,70.0,72.0,81.0,35.0,73.0,LM,Morocco,5500000.0
29,77,77,74.0,72.0,75.0,73.0,71.0,79.0,"CM, CDM",Italy,4900000.0
26,77,81,73.0,45.0,53.0,53.0,82.0,78.0,CB,Italy,5500000.0
26,77,80,88.0,72.0,70.0,82.0,48.0,68.0,"RM, ST, LM",Germany,6000000.0
26,77,77,57.0,58.0,65.0,68.0,78.0,74.0,"CDM, CM",Argentina,5000000.0
26,77,80,85.0,63.0,71.0,75.0,73.0,75.0,RB,Netherlands,5500000.0
25,77,79,79.0,74.0,75.0,80.0,42.0,74.0,"LM, RM",Austria,6000000.0
26,77,78,75.0,77.0,71.0,75.0,37.0,80.0,ST,Argentina,6500000.0
24,77,81,77.0,61.0,75.0,85.0,39.0,58.0,"LW, RW",Algeria,5500000.0
24,77,80,68.0,80.0,77.0,73.0,51.0,66.0,"CAM, LM",Iceland,6000000.0
24,77,82,70.0,58.0,76.0,78.0,66.0,60.0,"CM, CDM",Wales,5500000.0
26,77,80,80.0,74.0,77.0,74.0,47.0,70.0,CAM,Bulgaria,6500000.0
25,77,79,70.0,78.0,72.0,73.0,59.0,76.0,"CAM, ST",Netherlands,6500000.0
24,77,80,73.0,50.0,58.0,66.0,77.0,80.0,CB,Peru,4900000.0
23,77,85,66.0,71.0,81.0,79.0,53.0,71.0,"CAM, CM",France,5500000.0
23,77,81,72.0,72.0,77.0,79.0,59.0,70.0,"CAM, CM, CDM",Germany,5500000.0
25,77,79,80.0,72.0,74.0,70.0,74.0,77.0,"RB, LM, LB",Germany,5000000.0
24,77,81,91.0,63.0,71.0,72.0,76.0,80.0,RB,England,4900000.0
27,77,78,80.0,74.0,73.0,77.0,65.0,69.0,"LM, RM",Turkey,5500000.0
23,77,82,83.0,56.0,71.0,77.0,76.0,77.0,RB,Brazil,4400000.0
26,77,80,78.0,46.0,72.0,73.0,74.0,77.0,"LB, RB",Spain,5500000.0
23,77,84,69.0,70.0,79.0,80.0,29.0,52.0,"CAM, LM, RM",Spain,5500000.0
24,77,82,72.0,70.0,78.0,74.0,73.0,76.0,"CDM, CM",Croatia,4700000.0
25,77,80,52.0,47.0,61.0,56.0,78.0,83.0,CB,Brazil,5000000.0
22,77,85,68.0,56.0,61.0,54.0,80.0,76.0,CB,Germany,3800000.0
27,77,78,66.0,43.0,68.0,56.0,75.0,74.0,"CDM, CM",Spain,4700000.0
24,77,81,78.0,51.0,72.0,73.0,75.0,73.0,RB,Germany,4900000.0
29,77,77,75.0,67.0,76.0,83.0,60.0,61.0,"LM, CM",Italy,4900000.0
23,77,83,82.0,68.0,77.0,79.0,64.0,74.0,"CM, CAM, CF",Argentina,5000000.0
23,77,83,78.0,76.0,59.0,74.0,30.0,68.0,ST,Italy,5500000.0
28,77,77,77.0,75.0,65.0,79.0,40.0,72.0,"ST, RM",Japan,6000000.0
23,77,83,88.0,49.0,72.0,75.0,73.0,76.0,"RB, LB",Spain,4400000.0
23,77,82,84.0,60.0,72.0,86.0,40.0,61.0,"RM, RW, CAM",Slovenia,5000000.0
21,77,81,77.0,75.0,76.0,78.0,49.0,70.0,"CAM, CM",Turkey,5000000.0
22,77,81,74.0,50.0,67.0,64.0,80.0,75.0,"CB, CDM",Cameroon,3800000.0
21,77,84,83.0,63.0,70.0,75.0,76.0,83.0,"RB, RM",Côte d'Ivoire,3800000.0
25,77,82,73.0,45.0,52.0,47.0,76.0,84.0,CB,Senegal,5000000.0
21,77,82,80.0,77.0,67.0,78.0,36.0,68.0,"ST, LM, RM",Switzerland,5000000.0
21,77,88,92.0,68.0,65.0,84.0,27.0,50.0,RW,Argentina,5000000.0
22,77,84,80.0,74.0,76.0,77.0,76.0,76.0,RB,Brazil,3800000.0
23,77,81,81.0,75.0,76.0,82.0,31.0,60.0,"ST, CF",France,5500000.0
27,77,82,75.0,74.0,74.0,82.0,39.0,66.0,"LM, LW",Spain,5500000.0
24,77,80,77.0,71.0,76.0,79.0,26.0,71.0,"LM, RM",Spain,5500000.0
24,77,82,80.0,78.0,75.0,79.0,29.0,55.0,"RW, RM",Armenia,6000000.0
23,77,82,77.0,61.0,73.0,76.0,75.0,75.0,"CDM, CM",Germany,4100000.0
24,77,80,77.0,74.0,75.0,79.0,44.0,77.0,"LM, CAM, RM",Belgium,5500000.0
21,77,85,78.0,75.0,53.0,75.0,29.0,66.0,ST,Spain,5000000.0
23,77,81,72.0,70.0,76.0,79.0,67.0,63.0,"CM, CDM",Czech Republic,5000000.0
23,77,81,75.0,74.0,76.0,80.0,40.0,61.0,"CAM, RM",Uruguay,5500000.0
23,77,83,88.0,71.0,69.0,81.0,29.0,62.0,"RW, LW",Peru,5500000.0
22,77,80,91.0,68.0,66.0,83.0,28.0,67.0,"RM, CAM, LM",Guinea,4500000.0
23,77,83,68.0,56.0,69.0,74.0,75.0,76.0,"CDM, CM",Germany,4100000.0
21,77,84,83.0,73.0,74.0,79.0,32.0,63.0,"RM, CAM, RW, ST",France,4500000.0
21,77,82,74.0,30.0,53.0,48.0,80.0,75.0,CB,Serbia,3800000.0
24,77,82,86.0,77.0,69.0,83.0,31.0,65.0,"ST, CAM",Chile,6000000.0
20,77,85,62.0,57.0,63.0,65.0,80.0,76.0,"CB, CDM, CM",Germany,3800000.0
20,77,84,75.0,76.0,78.0,78.0,37.0,57.0,"CAM, LM, CF, CM",Turkey,5000000.0
23,77,82,76.0,71.0,78.0,81.0,40.0,52.0,"CAM, CF",Romania,5500000.0
21,77,84,89.0,67.0,70.0,81.0,34.0,44.0,"LW, CAM, RW",Portugal,4500000.0
30,76,76,87.0,71.0,71.0,76.0,71.0,80.0,"LB, LM",Portugal,3800000.0
33,76,76,58.0,65.0,70.0,73.0,79.0,76.0,"CDM, CM",England,2100000.0
32,76,76,51.0,80.0,70.0,67.0,33.0,79.0,ST,England,4300000.0
